,Sentences,Epoch-10
0,"Mein Güte, heute ist jeder in Form.",5.234835147857666
1,-Ich weiß.,5.151761531829834
2,"Es sind die 30 Unternehmer unter 30, die coole, trendige Sachen machen.",5.500492095947266
3,Scheiße! Wieso hast du mich nicht gefragt?,2.645092248916626
4,Es waren nur echt gute Lügen.,4.812523365020752
5,Übermütig geworden?,7.642246246337891
6,Vielleicht sollten Sie es ihr sagen.,2.341763496398926
7,"Eichhörnchen, Eichhörnchen, wo, zum Teufel, sind nur Ihre Nüsse?",5.32854700088501
8,"""BEISS IN EINE LEGENDE"" Dad, das Restaurant hat keine Sterne auf Yelp.",6.327327251434326
9,Ihr könnt nicht einfach weggehen.,2.733544111251831
10,"Er zog zum Korb, und der Schiedsrichter pfiff Foul, und Magic warf den Ball hoch an die Decke und schrie:",5.396975994110107
11,"Nach unserem Gespräch habe ich diesen Idioten Steve aufgesucht, ihn zur Minna gemacht und ihm eine reingehauen, für das, was er war.",4.317479610443115
12,"Sekunde, ich werde nur kurz... Sekunde, ich werde nur kurz...",4.096144199371338
13,"Ja? Ist mir scheißegal,... falls er versucht hätte, seine Eier zusammenzuschmelzen.",4.966831207275391
14,Wir waren fünf.,4.174086093902588
15,-Ich melde mich.,4.634827613830566
16,Und du hast mich lügen lassen?,3.70251727104187
17,So war das nicht abgemacht.,1.9850330352783203
18,"Als ich das sagte, rannte sie weg.",2.426260471343994
19,"Wenn dich das überrascht, versuch es hiermit.",4.124256134033203
20,Ich hörte viel über Sie.,3.311039686203003
21,"Und von seinem Willen hängt auch ab, wer es gewinnt.",4.552583694458008
22,Hass belastet.,7.998403549194336
23,"Wir müssen den Mangel an Möglichkeiten, an Arbeitsplätzen bekämpfen, wir müssen für das Gesundheitswesen und die Bildung kämpfen.",5.068716049194336
24,Es kann Nachrichten senden und hat eine Bankapp.,6.28481912612915
25,Ich habe sie schon mal benutzt.,2.996940851211548
26,Ohne deine Quelle liest sich das wie beliebige Morde.,6.003963470458984
27,Die große.,5.97420597076416
28,Du bist authentisch.,4.298472881317139
29,"An einen Schreibtisch, da gehör ich hin.",4.411994457244873
30,Es ist nur ein Spiel!,2.5869336128234863
31,Er brüstet sich mit 95 % Verurteilungen.,5.138326168060303
32,Wie sagt man?,3.0369417667388916
33,- Gar nichts! Alles ist bestens!,5.914318084716797
34,"Sie haben ihre Leben dem Silo gewidmet, wie wir alle es jeden Tag tun.",4.361929416656494
35,Hey! Wo ist meine Frau?,2.5490429401397705
36,Da kommt mein liebster FBI-Agent.,4.709506511688232
37,Das geht nur bis neun.,4.935466766357422
38,Und wenn sie wegen eines Risses im Kleid starrten?,5.330144882202148
39,Die Ergebnisse sind unverändert.,4.175652503967285
40,Wir müssen zur Baumgrenze.,4.5128655433654785
41,Ich bin so glücklich.,2.4360384941101074
42,Kommt dafür zurück.,4.702602386474609
43,"Denn ein Weib hatte von ihm gehört, deren Töchterlein einen unsauberen Geist hatte, und sie kam und fiel nieder zu seinen Füßen",3.6687400341033936
44,Wir sind Kartenzähler am Blackjack-Tisch. Wir spielen gegen den Trend.,5.511271953582764
45,Wer kann da noch mitzählen?,4.3706536293029785
46,"Ich dachte, ich könne versuchen, dich zu analysi- eren und zu den Wurzeln deiner Angst zu gelangen.",5.497763156890869
47,Ich bin müde.,2.7911107540130615
48,-Sollen wir mitkommen?,5.214897155761719
49,Um das zu tun.,2.449368476867676
50,Viele Geländer und Rampen. Falls Sicherheit euer Ding ist.,6.916578769683838
51,Alle vom Internat haben auch Jobs.,5.4337334632873535
52,Aber... schüttle es einfach ab.,3.7400076389312744
53,Doch das Größte steht noch aus,5.712508201599121
54,-Und 'ne passende Kappe.,6.6091132164001465
55,"Hawk-2, abbrechen und sofort umkehren.",5.381507873535156
56,"Okay, nun, ich meine, ich wollte die Tresortür versuchen, aber ein Laser überkreuzt sie auf dieser Seite.",4.973124027252197
57,"In einem großen Haus. Die Frau sagt, sie sei deine Freundin.",3.0184195041656494
58,Irgendwann werde auch ich sterben.,4.06130313873291
59,"Ist sie überhaupt was wert, wenn sie unecht ist?",3.707472562789917
60,"Aber er wusste, dass Arbeit nur einen Unterhalt verdient, kein Leben.",4.757995128631592
61,Verdammte Montage.,4.473659992218018
62,Du... bist depressiv.,5.216310501098633
63,Welcher alte Freund?,4.549880504608154
64,Wieso habe ich diesem Plan zugestimmt?,3.9546072483062744
65,Warum bin ich schuld?,2.6202392578125
66,Schönen Spaziergang!,6.395445346832275
67,Aber ich muss Sie warnen.,2.3062777519226074
68,Hier ist eine Kritik.,3.9086544513702393
69,"Diesen Sommer, wenn Sie mit der Familie grillen... gibt es nur eine Soße, die die Süße und Scharfe hat... die alle lieben.",5.079589366912842
70,Unterstützung bei der Automake-Verwaltung und der persistenten Klassenspeicherung,5.876502990722656
71,"Ja, aufs Reinhauen.",5.639081954956055
72,"Nein, das kannst du nicht sein.",2.0494227409362793
73,Sie haben die Frau gehört.,3.2702910900115967
74,Einer der Kojoten machte Liebe mit meinem Schädel.,6.121575355529785
75,Nicht wahr?,2.627711296081543
