,Sentences,Epoch-10
0,"My goodness, everyone's on their game today.",1.1257586576512368
1,"- I know that, Sylvie.",2.1372845624250227
2,"They're the 30 entrepreneurs who are doing things that are cool, trendy, hot.",1.4104041144127835
3,You should've asked me first.,0.6685187674570072
4,Everything you ever told me was a lie.,0.6783176784398502
5,Are you making fun of us?,0.743843016280682
6,Maybe you should tell her.,0.5597877590723015
7,"Squirrel, Squirrel, Squirrel, where the fuck are your nuts?",1.5011627992289578
8,"Dad, this place has literally zero stars on Yelp.",1.5954761727482412
9,Don't fucking walk away from me.,0.6649311485730376
10,"He drove to the basket and the referee called a foul, and Magic threw the ball up to the top of the arena and was screaming about,",1.5307210322073261
11,"After you and me talked, I searched that idiot Steve out... to rebuke him and smack him in the face for being who he was.",1.4535017143116944
12,"Okay, one second, let me just...",1.0514193757027979
13,I don't give a shit if he was trying to melt his balls together.,1.1104173361506808
14,There were five of us.,0.7799974818157371
15,- I'll give you a call about this.,1.4417761274687768
16,Why did you let me lie to you?,0.9043133961497515
17,That's not what we agreed on.,0.5173525645502036
18,"As soon as I said that, she ran.",1.3076472121428007
19,"Yeah, well, if you think that's a surprise, try this.",1.042451097001881
20,I've heard much about you.,0.9801586553653561
21,Just as it is his will who shall win.,1.8273697702296672
22,Hate is a burden.,1.0481782513643967
23,"We have to fight against the lack of opportunities, jobs, and basic services, such as health care and education.",1.15607543771544
24,It also has messaging and mobile banking functions.,1.522316074977068
25,I used it already.,1.4987199563605647
26,"Without your source, it reads like random murders.",1.2822392451486873
27,The tall one.,1.7522326968116473
28,You're the real deal.,0.9958071967542008
29,I should be sitting at a desk.,1.2084152290592203
30,It's just a game!,1.1025087443006343
31,[Park Min-young] He boasts about his 95-percent conviction rate.,1.5461171519506152
32,"You know the saying,",1.0270023796222618
33,-Nothing's the matter.,1.6558932402223256
34,"They dedicated their lives to the Silo, like we all do every day.",1.0721082218380857
35,"Hey, where is my wife?",0.8545003661695059
36,"Hey, it's my favorite member of the bureau.",1.0761319547657349
37,Visiting hours ends at nine.,1.8581239495623019
38,Are you certain the entire party was not simply eyeing a tear in her dress?,1.6260337199468555
39,Results are still coming back the same.,1.3440271653100244
